,Unnamed: 0,TIC ID,ExoFOP-TESS,Sectors,Epoch [BJD],Period [Days],Duration [Hours],Depth [ppm],Depth [%],Rtranister [RJup],Rstar [RSun],Tmag,Delta Tmag,Paper disp (LC),Paper comm
716,770,175477257,https://exofop.ipac.caltech.edu/tess/target.php?id=175477257,2,1356.5879999999888,4.26938,0.15791666666666668,8940.0,0.89,1.11,1.3,12.4191,5.12,1,
719,773,176685457,https://exofop.ipac.caltech.edu/tess/target.php?id=176685457,8,1518.941000000108,4.4352599999999995,0.09916666666666667,6120.0,0.61,1.14,1.38,12.2682,5.53,1,
723,777,176860064,https://exofop.ipac.caltech.edu/tess/target.php?id=176860064,17,1766.3590000001714,6.375556,0.11583333333333333,2638.0,0.26,0.0,0.0,7.1145,6.45,1,UC
725,779,176957796,https://exofop.ipac.caltech.edu/tess/target.php?id=176957796,1,1327.3689999999478,4.819018,0.12666666666666668,1803.0,0.18,0.4,0.86,10.702,6.86,0,"strong LCMOD,NT"
727,781,177077336,https://exofop.ipac.caltech.edu/tess/target.php?id=177077336,"2,3,4,5,6",1355.3509999997914,1.418067,0.05833333333333333,240.0,0.02,0.14,0.96,10.0686,9.05,1,
728,782,177115354,https://exofop.ipac.caltech.edu/tess/target.php?id=177115354,"5,6,7,8,10,13",1438.4550000000745,3.9286809999999996,0.06708333333333334,589.0,0.06,0.2,0.91,11.5514,8.07,1,"LOWSNR,SPR"
729,783,177126182,https://exofop.ipac.caltech.edu/tess/target.php?id=177126182,7,1497.376000000164,6.30607,0.15791666666666668,1640.0,0.16,1.12,3.08,10.3075,6.96,0,NS
731,786,177258735,https://exofop.ipac.caltech.edu/tess/target.php?id=177258735,"1,2,3,4,6,7,8,9,10,11,12,13",1325.6299999998882,0.7756970000000001,0.05291666666666667,43.0,0.0,0.1,1.59,7.5412,10.91,0,"LOWSNR,NT,Vshape,FSCP"
732,787,177722855,https://exofop.ipac.caltech.edu/tess/target.php?id=177722855,7,1492.2669999999925,2.3893299999999997,0.20125,660.0,0.07,0.31,1.37,10.5224,7.95,0,CO
737,792,178289267,https://exofop.ipac.caltech.edu/tess/target.php?id=178289267,"4,5",1413.163000000175,2.35069,0.10208333333333335,15520.0,1.55,1.08,0.97,11.7076,4.52,1,
738,793,178367144,https://exofop.ipac.caltech.edu/tess/target.php?id=178367144,7,1492.8900000001304,3.4093,0.13,17880.0,1.79,1.47,1.21,10.5572,4.37,1,LCMOD
739,794,178709444,https://exofop.ipac.caltech.edu/tess/target.php?id=178709444,10,1572.6790000000037,3.471635,0.05708333333333334,43087.0,4.31,0.65,0.34,13.6615,3.41,1,"UC,Vshape"
740,795,178819686,https://exofop.ipac.caltech.edu/tess/target.php?id=178819686,10,1572.1030000001192,5.604813,0.11583333333333333,741.0,0.07,0.28,1.13,9.5275,7.83,1,
741,796,178819686,https://exofop.ipac.caltech.edu/tess/target.php?id=178819686,10,1572.969000000041,12.27633,0.1525,976.0,0.1,0.28,1.13,9.5275,7.53,1,
742,797,178879588,https://exofop.ipac.caltech.edu/tess/target.php?id=178879588,5,1439.3880000002682,3.0554799999999998,0.10125,12430.0,1.24,1.08,1.04,13.2554,4.76,1,"FSCP,FSOP"
744,799,179155220,https://exofop.ipac.caltech.edu/tess/target.php?id=179155220,7,1491.8889999999665,0.6027399999999999,0.07625,16764.0,1.68,1.06,0.83,10.6659,4.44,0,CO
745,800,179159972,https://exofop.ipac.caltech.edu/tess/target.php?id=179159972,7,1491.9520000000484,1.37101,0.09916666666666667,1561.0,0.16,0.45,1.15,10.6124,7.02,0,"Vshape,LOWSNR,pCO,FSCP"
748,803,179319057,https://exofop.ipac.caltech.edu/tess/target.php?id=179319057,11,1601.470000000205,6.700360000000001,0.10333333333333333,1250.0,0.13,0.53,1.52,10.0032,7.26,1,LCMOD
749,804,179985715,https://exofop.ipac.caltech.edu/tess/target.php?id=179985715,2,1359.5400000000373,6.6131470000000006,0.09375,1425.0,0.14,0.23,0.68,11.2738,7.12,1,
750,805,180145006,https://exofop.ipac.caltech.edu/tess/target.php?id=180145006,"2,3",1357.5460000000894,3.54112,0.08416666666666667,4930.0,0.49,0.86,1.28,12.2607,5.77,0,"LCMOD,pSS"
751,806,180285396,https://exofop.ipac.caltech.edu/tess/target.php?id=180285396,"2,3",1363.1459999997169,10.36652,0.10041666666666667,13080.0,1.31,0.82,0.79,13.2806,4.71,1,
752,807,180652891,https://exofop.ipac.caltech.edu/tess/target.php?id=180652891,23,1929.1299999998882,0.77612,0.04958333333333333,1820.0,0.18,0.94,2.26,9.2427,6.85,0,"LOWSNR,Vshape,UC, LCMOD"
753,808,180695581,https://exofop.ipac.caltech.edu/tess/target.php?id=180695581,22,1899.3459999999031,0.549343,0.041666666666666664,369.0,0.04,0.14,0.74,9.0363,8.58,1,"P-short, SPR"
754,809,180987952,https://exofop.ipac.caltech.edu/tess/target.php?id=180987952,"8,9",1518.6080000000075,1.38846,0.06291666666666666,610.0,0.06,0.43,1.84,9.5287,8.04,1,FSCP
755,810,181159386,https://exofop.ipac.caltech.edu/tess/target.php?id=181159386,10,1574.5830000001006,5.631942,0.2733333333333333,14256.0,1.43,1.68,1.54,11.1689,4.62,0,"SS,LCMOD"
756,812,181804752,https://exofop.ipac.caltech.edu/tess/target.php?id=181804752,9,1543.5580000001937,0.947973,0.02291666666666667,4556.0,0.46,0.18,0.15,13.5571,5.85,1,SPR
757,813,181804752,https://exofop.ipac.caltech.edu/tess/target.php?id=181804752,9,1546.5090000000782,4.990069999999999,0.04791666666666666,17848.0,1.78,0.18,0.15,13.5571,4.37,1,UC
758,814,182943944,https://exofop.ipac.caltech.edu/tess/target.php?id=182943944,8,1518.964999999851,1.10422,0.09875,14178.0,1.42,1.88,1.61,10.6019,4.62,0,"SS,pCO"
759,815,183120439,https://exofop.ipac.caltech.edu/tess/target.php?id=183120439,"1,13",1327.438000000082,2.25596,0.04708333333333333,5740.0,0.57,1.03,1.3,11.788,5.60,1,
762,818,183593642,https://exofop.ipac.caltech.edu/tess/target.php?id=183593642,"2,3",1355.0809999997728,1.03742,0.0325,1290.0,0.13,0.55,1.32,10.9767,7.22,1,"pVhape, FSCP"
763,819,183675732,https://exofop.ipac.caltech.edu/tess/target.php?id=183675732,2,1356.621999999974,5.4823,0.16291666666666668,8390.0,0.84,1.08,1.28,12.9998,5.19,1,
766,822,184240683,https://exofop.ipac.caltech.edu/tess/target.php?id=184240683,2,1355.5079999999143,1.628393,0.09916666666666667,13802.0,1.38,1.09,1.03,11.5464,4.65,1,"Short-p,pTD,WASP-5 b	"
767,823,184679932,https://exofop.ipac.caltech.edu/tess/target.php?id=184679932,18,1791.4259999999776,2.172142,0.11458333333333333,17865.0,1.79,1.61,1.31,9.25319,4.37,0,"CO,FSCP,SS,LCMOD"
768,824,184952758,https://exofop.ipac.caltech.edu/tess/target.php?id=184952758,8,1519.8919999999925,4.10553,0.17791666666666664,310.0,0.03,0.15,0.97,9.0349,8.77,0,CO
770,826,186000935,https://exofop.ipac.caltech.edu/tess/target.php?id=186000935,"14,15",1689.3489999999292,8.876339999999999,0.18500000000000003,1560.0,0.16,0.5,1.18,9.76577,7.02,0,CO
771,828,186599508,https://exofop.ipac.caltech.edu/tess/target.php?id=186599508,18,1794.8959999997169,5.631807,0.14416666666666667,1186.0,0.12,0.43,1.39,9.76636,7.31,0,"pCO,Vshape"
772,829,186812530,https://exofop.ipac.caltech.edu/tess/target.php?id=186812530,7,1492.0530000003055,3.6774690000000003,0.07666666666666667,3648.0,0.36,1.13,1.65,9.19813,6.09,1,Fla
774,831,188570092,https://exofop.ipac.caltech.edu/tess/target.php?id=188570092,2,1358.780999999959,7.328289999999999,0.1225,14010.0,1.4,0.87,0.79,11.3875,4.63,1,
775,832,188589164,https://exofop.ipac.caltech.edu/tess/target.php?id=188589164,25,1985.1710000000894,2.6169290000000003,0.042083333333333334,1144.0,0.11,0.1,0.33,10.2705,7.35,1,"UC,pCO"
777,834,188768068,https://exofop.ipac.caltech.edu/tess/target.php?id=188768068,25,1766.0449999999255,2.17798,0.07916666666666666,110.0,0.01,0.12,1.26,5.8961,9.90,0,"LOWSNR,Vshape,CO"
782,839,190271688,https://exofop.ipac.caltech.edu/tess/target.php?id=190271688,11,1607.24599999981,12.63309,0.17208333333333334,23830.0,2.38,1.64,1.19,10.163,4.06,1,
785,842,190496853,https://exofop.ipac.caltech.edu/tess/target.php?id=190496853,"8,9",1518.2930000000633,4.66202,0.1708333333333333,11650.0,1.17,1.66,1.7,10.3015,4.83,1,
787,844,190990336,https://exofop.ipac.caltech.edu/tess/target.php?id=190990336,8,1522.9390000002459,5.54714,0.20166666666666666,11569.0,1.16,1.75,1.66,8.9544,4.84,0,SS
788,845,190998418,https://exofop.ipac.caltech.edu/tess/target.php?id=190998418,17,1764.8909999998286,2.8793029999999997,0.11625,12365.0,1.24,1.12,1.11,12.0401,4.77,1,Qatar-5 b        
790,847,191284318,https://exofop.ipac.caltech.edu/tess/target.php?id=191284318,17,1766.8219999996945,2.77598,0.12416666666666666,13920.0,1.39,1.31,1.24,10.374,4.64,1,HAT-P-16 b
792,849,192826603,https://exofop.ipac.caltech.edu/tess/target.php?id=192826603,"5,6",1438.0819999999367,2.647186,0.047499999999999994,20744.0,2.07,0.83,0.57,13.9143,4.21,1,
793,850,193413306,https://exofop.ipac.caltech.edu/tess/target.php?id=193413306,"11,12",1600.1780000003055,1.7259799999999998,0.1708333333333333,3290.0,0.33,1.21,2.39,9.3529,6.21,0,"SS,LCMOD"
794,851,193641523,https://exofop.ipac.caltech.edu/tess/target.php?id=193641523,11,1597.8149999999441,1.39293,0.05416666666666667,1888.0,0.19,0.36,0.78,10.0732,6.81,1,"Vshape,LOWSNR"
796,853,195199644,https://exofop.ipac.caltech.edu/tess/target.php?id=195199644,15,1712.2599999997765,1.19888,0.065,1169.0,0.12,1.83,5.46,10.0849,7.33,0,NS
797,854,196286587,https://exofop.ipac.caltech.edu/tess/target.php?id=196286587,"7,8",1496.1749999998137,10.4,0.15458333333333332,1500.0,0.15,0.55,1.94,10.1985,7.06,1,
801,858,198108326,https://exofop.ipac.caltech.edu/tess/target.php?id=198108326,23,1930.3300000000745,3.2129830000000004,0.09833333333333333,23133.0,2.31,0.95,0.7,11.7551,4.09,1,
802,859,198153540,https://exofop.ipac.caltech.edu/tess/target.php?id=198153540,"16,22,23",1739.0809999997728,0.437783,0.050416666666666665,265.0,0.03,0.21,0.78,10.5191,8.94,0,"LCMOD,LOWSNR,Pshort,pSS,pCO"
803,860,198153540,https://exofop.ipac.caltech.edu/tess/target.php?id=198153540,22,1902.029999999795,8.018944,0.14375000000000002,935.0,0.09,0.21,0.78,10.5191,7.57,1,
804,861,198186769,https://exofop.ipac.caltech.edu/tess/target.php?id=198186769,"14,15,16,17,18,19",1688.7909999997355,7.159960000000001,0.32166666666666666,600.0,0.06,0.4,1.81,10.8722,8.05,1,"UC,LOWSNR,SSys"
805,862,198187049,https://exofop.ipac.caltech.edu/tess/target.php?id=198187049,"14,15,16,17,18,19,21,22",1688.4769999999553,5.920999,0.11208333333333333,144.0,0.01,0.11,0.82,7.9726,9.61,0,NS
806,863,198206613,https://exofop.ipac.caltech.edu/tess/target.php?id=198206613,"14,15,16,17,18,19",1692.3819999997504,10.941661,0.11208333333333333,479.0,0.05,0.12,0.61,10.5783,8.30,1,LOWSNR
807,864,198212955,https://exofop.ipac.caltech.edu/tess/target.php?id=198212955,"14,15,16",1683.7110000001267,0.381484,0.03666666666666667,611.0,0.06,0.17,0.71,11.597999999999999,8.03,1,"SPR,LOWSNR"
808,865,198213332,https://exofop.ipac.caltech.edu/tess/target.php?id=198213332,"14,15,16,17,18,19",1684.0600000000559,0.58603,0.029583333333333333,430.0,0.04,0.5,2.4,9.2872,8.42,0,"pCO,Vshape,P-short, sync"
809,866,198241702,https://exofop.ipac.caltech.edu/tess/target.php?id=198241702,"14,15,16,17",1686.6170000000857,4.252708999999999,0.10291666666666667,974.0,0.1,0.24,0.85,10.9897,7.53,1,
810,867,198241702,https://exofop.ipac.caltech.edu/tess/target.php?id=198241702,"14,15,16,17,18,19",1685.969000000041,9.239092,0.12125000000000001,665.0,0.07,0.24,0.85,10.9897,7.94,1,
811,868,198356533,https://exofop.ipac.caltech.edu/tess/target.php?id=198356533,"14,15,16",1700.7360000000335,18.840142999999998,0.2525,345.0,0.03,0.21,1.22,8.69378,8.65,1,
812,869,198360694,https://exofop.ipac.caltech.edu/tess/target.php?id=198360694,"14,15,17,18,19,20,21,22,23",1683.694000000134,5.673992,0.11458333333333333,685.0,0.07,0.24,1.0,11.04,7.91,1,LCMOD
813,870,198384408,https://exofop.ipac.caltech.edu/tess/target.php?id=198384408,19,1823.2560000000522,9.12381,0.21333333333333335,283.0,0.03,0.18,1.15,6.3196,8.87,0,"NT,SSys"
814,871,198385543,https://exofop.ipac.caltech.edu/tess/target.php?id=198385543,23,1929.2020000000484,3.927457,0.0625,2108.0,0.21,0.17,0.41,11.8467,6.69,1,UC
815,872,198390247,https://exofop.ipac.caltech.edu/tess/target.php?id=198390247,"14,15,16,17,19",1685.4819999998435,4.3132220000000006,0.05875,294.0,0.03,0.2,0.71,10.1426,8.83,1,
816,873,198390247,https://exofop.ipac.caltech.edu/tess/target.php?id=198390247,"14,15,16,17,18,19",1683.808999999892,6.58868,0.07625,930.0,0.09,0.2,0.71,10.1426,7.58,1,
817,874,198457103,https://exofop.ipac.caltech.edu/tess/target.php?id=198457103,"14,15,16,17,18,19",1683.9199999999255,0.47225,0.09583333333333333,90.0,0.01,0.15,1.94,8.07023,10.11,0,sync
818,875,198588220,https://exofop.ipac.caltech.edu/tess/target.php?id=198588220,24,1958.0800000000745,4.810229,0.2970833333333333,7556.0,0.76,2.14,2.65,9.63331,5.30,1,"HAT-P-67 b, pTD"
819,876,199376584,https://exofop.ipac.caltech.edu/tess/target.php?id=199376584,"14,15",1693.2090000002645,12.15601,0.24750000000000003,3630.0,0.36,0.69,1.27,8.0417,6.10,1,"HD 332231 b, WE"
820,877,199444169,https://exofop.ipac.caltech.edu/tess/target.php?id=199444169,16,1739.7299999999814,1.216835,0.04583333333333334,1484.0,0.15,0.26,0.78,10.1917,7.07,0,"pSS,pCO"
821,878,199688472,https://exofop.ipac.caltech.edu/tess/target.php?id=199688472,"14,15,16,17",1685.089999999851,1.44119,0.09125,12166.0,1.22,1.63,1.5,9.84566,4.79,0,"sync, Vshape, pTD"
825,883,200807066,https://exofop.ipac.caltech.edu/tess/target.php?id=200807066,"3,4",1404.0809999997728,26.477128999999998,0.20541666666666666,403.0,0.04,0.23,1.24,8.9043,8.49,1,SPR
827,885,201186294,https://exofop.ipac.caltech.edu/tess/target.php?id=201186294,18,1791.5150000001304,0.9893299999999999,0.043333333333333335,1520.0,0.15,0.16,0.47,11.0136,7.05,1,Vshape
829,887,201604954,https://exofop.ipac.caltech.edu/tess/target.php?id=201604954,13,1657.8330000001006,4.606184,0.13,13793.0,1.38,1.16,1.07,11.9707,4.65,1,"LCMOD,HATS-29 b"
830,888,201642601,https://exofop.ipac.caltech.edu/tess/target.php?id=201642601,13,1656.9900000002235,3.131473,0.09791666666666667,15880.0,1.59,1.1,1.0,13.1686,4.50,1," LowSNR, FSCP"
831,889,201793781,https://exofop.ipac.caltech.edu/tess/target.php?id=201793781,"2,3",1354.8360000001267,5.991198000000001,0.14416666666666667,498.0,0.05,0.25,1.22,8.4642,8.26,1, FSCP
833,891,202426247,https://exofop.ipac.caltech.edu/tess/target.php?id=202426247,"14,15,16",1683.6040000002831,1.066211,0.05416666666666667,232.0,0.02,0.13,0.93,7.7885,9.09,1,FSCP
834,892,202504234,https://exofop.ipac.caltech.edu/tess/target.php?id=202504234,"14,15,16",1685.2310000001453,1.68494,0.042083333333333334,970.0,0.1,0.34,1.11,10.8605,7.53,1,FSCP
835,893,202563254,https://exofop.ipac.caltech.edu/tess/target.php?id=202563254,"14,15",1686.573000000324,4.473330000000001,0.21125000000000002,1130.0,0.11,0.63,1.83,8.861930000000001,7.37,0,"Vshape, sync"
836,894,203189770,https://exofop.ipac.caltech.edu/tess/target.php?id=203189770,"14,15",1686.8419999997132,3.61326,0.16874999999999998,11410.0,1.14,1.66,1.71,10.4219,4.86,1,
837,895,204317710,https://exofop.ipac.caltech.edu/tess/target.php?id=204317710,2,1355.9830000000075,2.812077,0.11916666666666666,15289.0,1.53,1.22,1.1,13.7426,4.54,1,"pVshape, pTD"
838,896,204376737,https://exofop.ipac.caltech.edu/tess/target.php?id=204376737,2,1357.3950000000186,3.361021,0.1075,24221.0,2.42,1.2,0.86,11.4779,4.04,1,"pVshape, pTD"
839,897,206352378,https://exofop.ipac.caltech.edu/tess/target.php?id=206352378,"1,2",1327.3319999999367,3.74649,0.08833333333333333,19830.0,1.98,1.04,0.78,13.2316,4.26,1,Vshape
843,901,206669860,https://exofop.ipac.caltech.edu/tess/target.php?id=206669860,2,1362.9599999999627,10.06378,0.08541666666666665,13720.0,1.37,1.45,1.32,13.4573,4.66,1,
844,902,206686292,https://exofop.ipac.caltech.edu/tess/target.php?id=206686292,2,1354.3560000001453,1.32901,0.07333333333333333,10130.0,1.01,2.88,1.68,12.7602,4.99,0,"Vshape, sync"
847,906,207110080,https://exofop.ipac.caltech.edu/tess/target.php?id=207110080,"2,3",1368.2889999998733,14.54812,0.8679166666666666,4710.0,0.47,5.11,1.76,10.9923,5.82,0,"WE,TD,Vshape,SS"
849,909,207277638,https://exofop.ipac.caltech.edu/tess/target.php?id=207277638,7,1494.676999999676,3.12154,0.057916666666666665,640.0,0.06,0.51,2.04,10.1094,7.98,0,NS
850,912,207425203,https://exofop.ipac.caltech.edu/tess/target.php?id=207425203,"15,16,22,23,24",1712.1180000002496,1.22425,0.057499999999999996,1610.0,0.16,0.91,1.92,11.870999999999999,6.98,0,"Vshape,CO"
851,913,207468071,https://exofop.ipac.caltech.edu/tess/target.php?id=207468071,25,1749.7290000002831,20.38184,0.2604166666666667,2170.0,0.22,0.7,1.62,9.29416,6.66,1,LCMOD
854,916,210873792,https://exofop.ipac.caltech.edu/tess/target.php?id=210873792,12,1626.5069999997504,4.84405,0.19291666666666665,1634.0,0.16,0.21,0.57,11.9085,6.97,1,"SSys, UC"
856,918,214361331,https://exofop.ipac.caltech.edu/tess/target.php?id=214361331,12,1625.566000000108,3.230799,0.029166666666666664,2411.0,0.24,0.55,1.17,9.6877,6.54,1,LCMOD
857,919,216935214,https://exofop.ipac.caltech.edu/tess/target.php?id=216935214,12,1633.2400000002235,18.262089000000003,0.057916666666666665,1635.0,0.16,0.65,1.74,8.957,6.97,1,"Vshape,FSCP"
858,920,218795833,https://exofop.ipac.caltech.edu/tess/target.php?id=218795833,7,1491.8769999998622,1.265223,0.051666666666666666,139604.0,13.96,0.85,0.25,14.4347,2.14,1,"Vshape,FSCP"
859,921,219015370,https://exofop.ipac.caltech.edu/tess/target.php?id=219015370,"14,15,16",1684.347000000067,3.915,0.11125,3330.0,0.33,0.83,1.58,10.9458,6.19,1,LCMOD
861,923,219187649,https://exofop.ipac.caltech.edu/tess/target.php?id=219187649,9,1544.3430000003427,2.150451,0.06541666666666666,8300.0,0.83,0.93,1.0,13.4629,5.20,1,"UC,FSCP"
862,924,219189765,https://exofop.ipac.caltech.edu/tess/target.php?id=219189765,9,1544.4290000000037,1.732017,0.06833333333333333,35720.0,3.57,0.56,0.33,14.7599,3.62,1,FSOP
863,925,219195044,https://exofop.ipac.caltech.edu/tess/target.php?id=219195044,"4,5,6,7,8",1412.8390000001527,4.323236,0.07375,941.0,0.09,0.31,1.0,11.5436,7.57,1,"FSCP, LowSNR"
864,926,219195044,https://exofop.ipac.caltech.edu/tess/target.php?id=219195044,"4,5,6,7,8",1419.1099999998696,10.177425999999999,0.09083333333333334,903.0,0.09,0.31,1.0,11.5436,7.61,1,"FSCP, LowSNR, LCMOD"
866,928,219229644,https://exofop.ipac.caltech.edu/tess/target.php?id=219229644,"3,4,5",1390.8009999999776,22.041107,0.09000000000000001,1283.0,0.13,0.19,0.6,10.7791,7.23,1,"LCMOD,LOWSNR"
867,929,219239945,https://exofop.ipac.caltech.edu/tess/target.php?id=219239945,"3,4,5",1389.3670000000857,13.697384,0.1991666666666667,1062.0,0.11,0.38,1.1,10.966,7.43,1,"Vshape,LCMOD"
871,934,219380235,https://exofop.ipac.caltech.edu/tess/target.php?id=219380235,"4,5,6",1413.160000000149,3.97244,0.14125000000000001,1160.0,0.12,0.52,1.77,10.8239,7.34,0,"UC,NT"
873,936,219401954,https://exofop.ipac.caltech.edu/tess/target.php?id=219401954,10,1570.2259999997914,0.861484,0.05375,287.0,0.03,0.22,1.46,9.647,8.86,0,SS
874,937,219436394,https://exofop.ipac.caltech.edu/tess/target.php?id=219436394,"14,20,21",1706.6609999998473,23.657487,0.09583333333333333,1082.0,0.11,0.25,0.85,10.8676,7.41,1,
875,938,219508169,https://exofop.ipac.caltech.edu/tess/target.php?id=219508169,25,1984.7990000001155,2.4586900000000003,0.07875,1191.0,0.12,0.26,0.84,10.408,7.31,1,"extra, multi"
876,939,219698776,https://exofop.ipac.caltech.edu/tess/target.php?id=219698776,14,1684.871999999974,4.662836,0.02791666666666667,2100.0,0.21,0.23,0.49,11.1966,6.69,1,
877,940,219698950,https://exofop.ipac.caltech.edu/tess/target.php?id=219698950,10,1570.5640000002459,3.446514,0.10208333333333335,16542.0,1.65,1.27,1.04,11.5122,4.45,1,HATS-1 b
878,941,219728669,https://exofop.ipac.caltech.edu/tess/target.php?id=219728669,23,1930.3629999998957,2.3601099999999997,0.1025,22100.0,2.21,1.23,0.9,13.4891,4.14,1,SSys
879,942,219751469,https://exofop.ipac.caltech.edu/tess/target.php?id=219751469,"14,15,16,17,18,19",1690.0490000001155,6.98301,0.14458333333333334,270.0,0.03,1.22,8.4,8.2285,8.92,0,NT
880,943,219762508,https://exofop.ipac.caltech.edu/tess/target.php?id=219762508,20,1685.801999999676,3.23501,0.03625,3700.0,0.37,0.64,1.06,12.9737,6.08,1,"LOWSNR,UC"
881,944,219776325,https://exofop.ipac.caltech.edu/tess/target.php?id=219776325,"14,15,16,17,18,19",1685.3509999997914,2.52894,0.05666666666666667,390.0,0.04,0.21,1.19,10.3727,8.52,1,"LCMOD,LOWSNR"
882,946,219824469,https://exofop.ipac.caltech.edu/tess/target.php?id=219824469,"20,23",1740.2830000002868,5.481,0.18916666666666668,1280.0,0.13,0.55,1.62,10.5038,7.23,0,pCO
883,947,219850915,https://exofop.ipac.caltech.edu/tess/target.php?id=219850915,"14,15,16",1684.9610000001267,6.398386,0.09000000000000001,1138.0,0.11,0.21,0.72,11.0157,7.36,1,"LOWSNR,UC"
884,948,219852584,https://exofop.ipac.caltech.edu/tess/target.php?id=219852584,"14,15,16,17,18,19",1685.777999999933,3.1968099999999997,0.14875,8780.0,0.88,1.34,1.6,10.7973,5.14,1,
885,949,219852882,https://exofop.ipac.caltech.edu/tess/target.php?id=219852882,"14,15,16,17,18,19",1684.538000000175,1.7622330000000002,0.03,645.0,0.06,0.19,0.78,10.7261,7.98,1,"UC,LCMOD"
886,950,219852882,https://exofop.ipac.caltech.edu/tess/target.php?id=219852882,"14,15,16,17,18,19",1687.7280000001192,5.50261,0.11958333333333333,680.0,0.07,0.19,0.78,10.7261,7.92,1,"UC,LCMOD"
887,951,219854185,https://exofop.ipac.caltech.edu/tess/target.php?id=219854185,"14,15,16,17,18,19",1686.2039999999106,3.9444199999999996,0.20166666666666666,7420.0,0.74,1.33,1.75,10.8041,5.32,1,TOI-1296 b
888,952,219857012,https://exofop.ipac.caltech.edu/tess/target.php?id=219857012,"15,16,17,18,19",1725.3360000001267,21.272109,0.26,353.0,0.04,0.2,1.16,8.2865,8.63,1,single event per sector
889,953,219860288,https://exofop.ipac.caltech.edu/tess/target.php?id=219860288,"15,16,17,18,19",1713.430999999866,4.265874,0.03125,2478.0,0.25,0.14,0.32,12.4251,6.51,1,LOWSNR
890,954,219879302,https://exofop.ipac.caltech.edu/tess/target.php?id=219879302,20,1684.1800000001676,6.782210000000001,0.10791666666666666,11430.0,1.14,0.84,0.88,12.6183,4.85,1,
891,955,220016044,https://exofop.ipac.caltech.edu/tess/target.php?id=220016044,"2,3",1354.344000000041,0.93985,0.03833333333333334,620.0,0.06,0.61,2.55,10.3987,8.02,0,"LOWSNR,Vshape,pCO, sync"
892,956,220029715,https://exofop.ipac.caltech.edu/tess/target.php?id=220029715,11,1598.748999999836,3.185221,0.09291666666666666,5195.0,0.52,0.54,0.84,12.4284,5.71,1,
895,959,220459826,https://exofop.ipac.caltech.edu/tess/target.php?id=220459826,"4,5,6",1411.714999999851,2.2395959999999997,0.05375,1233.0,0.12,0.24,0.67,11.8348,7.27,0,NT
896,961,220475245,https://exofop.ipac.caltech.edu/tess/target.php?id=220475245,12,1625.0830000001006,3.781658,0.09916666666666667,19428.0,1.94,1.04,0.81,12.708,4.28,1,
898,963,220518305,https://exofop.ipac.caltech.edu/tess/target.php?id=220518305,1,1336.1319999997504,14.148929999999998,0.15708333333333332,18638.0,1.86,1.94,1.45,10.294,4.32,1,
899,964,224225541,https://exofop.ipac.caltech.edu/tess/target.php?id=224225541,2,1357.305999999866,4.937712,0.09166666666666667,917.0,0.09,0.26,0.94,9.3258,7.59,1,SPR
900,965,224245334,https://exofop.ipac.caltech.edu/tess/target.php?id=224245334,2,1355.5580000001937,3.79069,0.11083333333333334,1200.0,0.12,0.35,1.13,11.5166,7.30,1,"pVshape,UC"
901,966,224271611,https://exofop.ipac.caltech.edu/tess/target.php?id=224271611,2,1355.1859999997541,4.0394,0.03125,1430.0,0.14,0.59,1.48,11.2043,7.11,1,UC
902,967,224297258,https://exofop.ipac.caltech.edu/tess/target.php?id=224297258,15,1717.4550000000745,9.614678,0.12166666666666666,1043.0,0.1,0.24,0.84,9.994539999999999,7.45,1,
903,968,224298134,https://exofop.ipac.caltech.edu/tess/target.php?id=224298134,"15,22",1711.9590000002645,1.4923540000000002,0.050416666666666665,791.0,0.08,0.12,0.48,10.8515,7.75,0,NT
904,971,224600500,https://exofop.ipac.caltech.edu/tess/target.php?id=224600500,"14,15,16,17,18,19",1683.6820000000298,0.6763239999999999,0.10916666666666668,20.0,0.0,0.14,2.95,6.7675399999999994,11.77,0,"Vshape, sync"
906,973,228507250,https://exofop.ipac.caltech.edu/tess/target.php?id=228507250,2,1360.0109999999404,6.15864,0.08958333333333333,13560.0,1.36,0.0,0.0,12.328,4.67,1,
907,974,229047362,https://exofop.ipac.caltech.edu/tess/target.php?id=229047362,10,1572.9909999999218,3.764873,0.11499999999999999,22257.0,2.23,1.24,0.92,11.2175,4.13,1,WASP-25 b
908,975,229091748,https://exofop.ipac.caltech.edu/tess/target.php?id=229091748,2,1354.5919999997132,0.4568,0.02291666666666667,3429.0,0.34,0.59,1.03,12.7226,6.16,0,"P-short,Vshape,UC, sync"
910,977,229141709,https://exofop.ipac.caltech.edu/tess/target.php?id=229141709,3,1363.7630000002682,14.204889999999999,0.205,8762.0,0.88,1.11,1.21,11.765999999999998,5.14,1,
911,978,229384040,https://exofop.ipac.caltech.edu/tess/target.php?id=229384040,6,1469.2949999999255,1.29277,0.10041666666666667,330.0,0.03,0.25,1.62,9.112689999999999,8.70,0,"P-short,pSS,FSCP"
912,979,229400092,https://exofop.ipac.caltech.edu/tess/target.php?id=229400092,"14,15,16,17,18,20,21,22,23,24",1684.8109999997541,4.14201,0.09499999999999999,11480.0,1.15,1.18,1.16,11.2086,4.85,1,HAT-P-59 b
913,980,229455001,https://exofop.ipac.caltech.edu/tess/target.php?id=229455001,"14,15,16,17,18,19",1701.9290000000037,22.342014000000002,0.14708333333333332,578.0,0.06,0.39,1.14,9.01932,8.10,1,SPR
